dopant_code,dopant_label,dopant_amount,sinter_temp,JT_distortion,voltage
0,Pure_Mn,0.0,860.1716898167119,0.8314746305589589,2.478484920979903
3,Co_doped,0.16802031607418763,931.5581622531777,0.7327096466574471,2.6708120659069614
2,Al_doped,0.12881659798388304,813.6603869043872,0.5838372791634627,2.683211495010709
1,Zn_doped,0.24513306627002193,876.2558477667521,0.6171054289231682,2.6594997839410524
1,Zn_doped,0.34479659525281836,989.8607876104529,0.431346020257371,2.63750429243085
3,Co_doped,0.12184390897707606,856.5940342354152,0.5900082510619871,2.6323586495121236
0,Pure_Mn,0.0,972.9392729552633,0.8136873320689385,2.326466123420173
2,Al_doped,0.4658884626186837,938.101787276928,0.6391385260235489,2.628740409077774
0,Pure_Mn,0.0,717.6156044950449,0.8526698042104577,2.554726402999346
0,Pure_Mn,0.0,828.729661440777,0.8567170707019695,2.5145463097815193
2,Al_doped,0.35866344038242115,909.4955223605764,0.44534254973384946,2.7725390417197167
3,Co_doped,0.08372246566316228,996.0135737344599,0.6387815675103043,2.460470263692191
2,Al_doped,0.03321326980268611,837.5128873484538,0.9824061722701584,2.4576825034517342
3,Co_doped,0.07772063210288006,727.8356362380218,0.6719629343614324,2.573692022315595
2,Al_doped,0.4602233648300346,868.6027524138603,0.6539835889401533,2.6224962221855157
3,Co_doped,0.014537293092350474,737.969137637188,0.7269450499057103,2.688907067260316
2,Al_doped,0.10227776765756239,925.455868083818,0.7619422784808534,2.546476104650983
0,Pure_Mn,0.0,852.3030992385334,0.7366745797726406,2.562630874680368
3,Co_doped,0.0642084391054796,917.0294105131859,0.8368915837303206,2.5120877307409497
1,Zn_doped,0.3138731504478652,960.808548063557,0.5782725488957711,2.541302419065601
2,Al_doped,0.12840306528215203,888.6844051488331,0.6973896432586083,2.4154109049368784
1,Zn_doped,0.2889139047110316,883.7317987759545,0.4782973594986553,2.6706765505362986
0,Pure_Mn,0.0,926.3710886318894,0.8267774197492511,2.4446549910011353
3,Co_doped,0.4262233132139917,952.7365004358003,0.5508611261315435,2.863440562777286
3,Co_doped,0.012323282526818222,960.7161358831008,0.8390511194540384,2.4439587105217484
2,Al_doped,0.4281510350777597,710.929058704865,0.8699805251186981,2.6694795422343485
